property_type,society,sector,price_in_cr,price_per_sqft,bedRoom,bathroom,balcony,floorNum,agePossession,built_up_area,servant room,study room,pooja room,store room,others,furnishing_type,luxury_score
house,independent,sector 26,6.75,27778.01,3,3,3,2.0,relatively old,2430.0,0,0,0,0,0,1,17.0
house,international city by sobha phase 1,sector 109,6.0,24690.95,4,5,3+,2.0,relatively new,2430.0,1,0,0,0,0,0,76.0
flat,smart world gems,sector 89,0.86,7796.0,2,3,2,4.0,new,1226.0,1,1,1,0,0,0,51.0
flat,ild grand centra,sector 37,0.95,5220.01,3,1,0,0.0,relatively new,1820.0,0,0,0,0,0,1,57.3
flat,signature global solera,sector 107,0.36,6488.94,2,2,2,8.0,relatively new,608.0,0,0,0,0,0,1,33.0
flat,sare crescent parc,sector 92,0.7,5556.0,3,3,2,14.0,under construction,140.0,0,0,0,0,0,1,37.0
flat,apex builders,sector 37,0.42,5600.0,2,2,2,4.0,relatively new,833.0,0,0,0,0,0,1,21.0
house,unitech espace,sector 50,11.29,34846.0,5,5,3+,2.0,relatively old,3240.0,0,1,1,0,0,1,13.0
flat,om appartments,sector 5,0.4,4444.0,3,2,1,3.0,relatively new,1000.0,0,0,0,0,0,1,3.0
flat,vipul world,sector 48,1.38,9481.99,3,3,1,2.0,relatively new,1611.0,0,0,0,0,0,1,43.0
flat,emaar palm gardens,sector 83,1.4,8139.01,3,3,3,2.0,relatively new,1382.0,1,1,1,1,0,0,154.0
flat,sobha city,sector 108,1.9,13758.05,2,2,2,8.0,relatively new,1255.0,0,0,0,0,0,1,84.0
house,independent,sector 47,5.25,11665.99,9,9,3+,4.0,relatively new,4650.0,1,0,0,0,0,0,112.0
flat,kiran residency,sector 56,1.54,8324.01,3,4,3+,5.0,old,1900.0,1,0,0,0,0,0,77.0
flat,shree vardhman flora,sector 90,0.7,5177.02,2,3,2,7.0,relatively new,1502.0,0,1,0,0,0,0,24.0
flat,signature andour heights,sector 71,0.59,8427.97,2,2,1,6.0,relatively old,639.0,0,0,0,0,0,1,44.0
flat,vatika the seven lamps,sector 82,1.28,6818.99,3,3,3,3.0,relatively new,1800.0,0,1,0,0,0,0,139.0
flat,chd avenue,sector 71,1.32,6018.99,4,4,3,14.0,relatively old,1994.0,1,0,0,0,0,1,54.0
house,emaar mgf marbella,sector 66,8.7,38667.01,4,5,2,3.0,new,2249.98,1,1,0,0,0,1,128.0
flat,dlf the ultima,sector 81,2.26,10760.98,3,4,3+,17.0,new,1909.0,1,0,0,0,0,2,149.0
house,unitech uniworld resorts,sector 33,8.0,17778.01,6,5,3+,4.0,relatively new,4499.94,0,0,0,0,0,1,59.54
flat,ambience creacions,sector 22,4.63,14982.99,3,5,3+,5.0,new,2809.0,1,0,0,0,1,1,124.0
flat,ss the leaf,sector 85,1.87,7780.0,3,4,3,7.0,relatively new,2225.0,0,0,0,0,0,1,24.0
flat,m3m the marina,sector 68,1.0,12500.0,2,2,3,21.0,relatively new,889.0,0,0,0,0,0,1,34.0
flat,shapoorji pallonji joyville gurugram,sector 102,2.4,10545.0,4,4,3+,15.0,relatively new,1965.0,0,0,0,0,0,1,89.0
flat,sobha city,sector 108,2.33,14462.98,3,3,3,17.0,relatively new,1711.0,0,0,0,1,0,0,136.0
flat,m3m skywalk,sector 74,1.5,10713.98,2,2,1,8.0,new,1556.0,0,0,0,0,0,1,18.0
flat,smartworld 1dxp,sector 113,2.75,10589.02,4,4,3+,20.0,under construction,2886.0,1,1,1,0,0,2,30.0
flat,dlf regal gardens,sector 90,1.26,7403.01,3,3,3,6.0,relatively new,1597.0,0,0,0,0,1,0,16.0
flat,gls avenue 51,sector 92,0.21,6952.95,1,1,1,0.0,relatively new,336.0,0,0,0,0,0,1,52.0
flat,dnha cghs,sector 1,0.85,3864.01,3,3,0,5.0,relatively old,2200.0,0,0,0,0,0,1,53.71
flat,chd avenue,sector 71,1.25,7171.01,3,4,2,7.0,relatively new,1585.0,1,0,0,0,0,0,135.0
flat,ss the leaf,sector 85,1.78,7392.0,3,4,3+,6.0,new,2189.0,0,0,0,1,0,1,100.0
flat,sushant lok 1 builder floors,sector 43,2.5,12920.03,3,3,2,2.0,new,195.0,0,0,0,0,0,1,50.3
flat,shapoorji pallonji joyville gurugram,sector 102,1.95,17284.94,3,3,3,12.0,new,1460.0,0,0,0,1,0,1,55.0
flat,orris aster court premier,sector 85,1.5,5859.01,4,5,3+,6.0,new,2017.0,1,0,0,0,0,0,15.0
flat,shapoorji pallonji joyville gurugram,sector 102,2.0,17728.92,3,3,3+,1.0,relatively new,1456.0,0,0,0,1,0,1,120.0
house,independent,sector 17,7.2,15926.0,4,4,2,1.0,old,4494.0,1,0,0,1,0,1,7.0
house,independent,sector 25,7.3,12586.21,9,9,2,3.0,relatively new,5800.0,1,0,0,1,0,0,84.0
flat,shapoorji pallonji joyville gurugram,sector 102,1.2,14562.93,2,2,3,0.0,relatively new,1069.0,0,0,0,0,0,1,24.0
flat,apartment,sector 92,0.75,4687.0,3,4,3,2.0,relatively old,1778.0,0,1,0,0,0,1,89.0
flat,shree vardhman victoria,sector 70,1.15,8518.01,2,2,3,8.0,relatively new,1227.0,0,1,0,0,1,1,24.0
flat,m3m capital,sector 113,2.0,12012.01,3,3,2,24.0,under construction,1514.0,0,0,0,0,0,1,39.0
house,palam vihar extension west zone rwa,sector 2,0.65,5777.01,2,2,1,1.0,relatively old,1125.0,0,0,0,1,0,1,17.0
flat,central park resorts,sector 48,9.3,24926.03,4,4,3+,10.0,relatively old,3831.0,1,1,1,1,0,0,60.0
flat,m3m heights,sector 65,2.44,13299.97,3,3,2,7.0,under construction,1662.0,0,0,0,0,0,1,38.0
flat,assotech blith,sector 99,0.92,6738.99,2,2,3+,22.0,under construction,1241.0,0,0,0,0,0,1,41.0
house,ansals palam vihar,sector 2,2.75,17661.94,3,3,3,2.0,relatively old,1557.02,0,1,1,0,0,0,12.0
flat,experion windchants,sector 112,3.1,20665.98,2,2,3,9.0,relatively new,1667.0,1,1,0,1,0,0,68.0
flat,la vida by tata housing,sector 113,2.78,10334.0,3,4,3+,5.0,relatively new,2350.0,1,0,0,0,0,1,151.0
flat,puri emerald bay,sector 104,1.8,8823.01,2,3,3,23.0,new,1545.0,1,0,0,0,0,1,33.0
flat,sapphire eighty three,sector 83,0.65,9285.98,1,1,0,6.0,relatively new,700.0,0,0,0,0,0,1,50.3
flat,dlf new town heights,sector 86,1.26,6113.0,3,3,3,5.0,relatively old,1755.0,1,0,0,0,1,1,85.0
flat,ss the leaf,sector 85,2.0,6578.0,4,5,3+,1.0,relatively new,2556.0,1,0,0,1,0,1,85.0
flat,raheja the vedaanta floors,sector 108,0.7,4521.0,2,2,3,1.0,relatively old,1720.0,0,0,0,0,0,0,56.63
flat,m3m woodshire,sector 107,1.45,6141.0,3,4,3+,7.0,relatively new,1900.0,1,0,0,0,0,1,49.0
flat,umang monsoon breeze,sector 78,0.88,4746.01,3,4,3,8.0,relatively old,1668.0,1,0,1,0,0,1,91.0
flat,sare crescent parc,sector 92,0.8,4209.99,4,3,2,10.0,relatively new,1727.0,0,0,0,0,1,1,33.0
flat,suncity platinum towers,sector 28,6.2,23090.99,3,4,3+,21.0,relatively new,2000.0,1,0,0,0,0,0,142.0
flat,central park flower valley aqua front towers,sector 47,2.0,11178.99,3,3,3+,8.0,new,1626.0,0,0,0,0,0,1,23.0
flat,signature global grand iva,sector 103,0.3,8290.04,1,2,2,5.0,new,402.0,0,0,0,0,0,1,21.0
flat,m3m merlin,sector 67,3.4,14418.02,3,4,3,16.0,relatively new,2008.0,1,0,0,0,0,0,154.0
flat,antriksh heights,sector 84,0.49,4355.01,2,2,2,16.0,relatively new,1023.0,0,0,0,0,0,1,66.0
flat,ats kocoon,sector 109,1.7,12878.01,3,3,3,22.0,relatively new,1550.0,0,0,0,0,0,1,77.0
flat,unitech uniworld gardens,sector 47,1.05,10530.96,2,2,2,3.0,relatively new,1108.0,0,0,0,0,0,0,14.0
flat,conscient heritage max,sector 102,2.2,10236.99,3,4,3+,9.0,relatively old,1954.0,1,1,0,0,0,1,101.0
flat,vatika gurgaon,sector 83,1.15,5807.99,3,3,2,3.0,relatively new,1350.0,1,1,1,1,0,0,141.0
house,independent,sector 54,3.51,12341.99,4,4,3,4.0,new,2844.0,1,0,0,0,0,1,57.0
flat,dlf the ultima,sector 81,2.3,14602.99,3,4,3+,27.0,relatively new,1818.0,1,0,0,0,0,0,96.0
flat,sare petioles,sector 92,1.3,6372.99,4,4,0,7.0,relatively new,2040.0,0,0,0,0,0,1,56.64
flat,paras dews,sector 106,1.15,7419.02,3,3,3,11.0,relatively new,1650.0,1,0,1,0,0,0,151.0
flat,tulip petals,sector 89,1.1,7097.0,3,2,3,4.0,new,1550.0,0,0,0,0,0,1,57.1
flat,ramsons kshitij,sector 95,0.22,6470.02,1,1,1,2.0,new,309.0,0,0,0,0,0,1,51.545
flat,godrej,sector 79,1.12,7146.0,2,2,3,6.0,relatively new,1325.0,0,1,0,0,0,1,24.0
flat,signature global city 63a,sector 63,1.55,14783.02,2,2,2,2.0,under construction,1167.0,0,0,0,0,0,1,48.67666666666667
flat,shapoorji pallonji joyville gurugram,sector 102,1.25,9876.04,2,2,2,0.0,relatively new,1105.0,0,0,0,0,0,1,60.0
house,satya the hermitage,sector 103,3.15,6702.0,4,5,0,12.0,relatively new,4700.0,0,0,0,0,0,1,59.0
flat,bestech park view residency,sector 2,1.55,8071.99,3,4,3+,4.0,old,1745.0,1,0,0,0,0,1,77.0
flat,ansal heights 86,sector 86,0.78,5735.0,2,2,2,8.0,new,1360.0,0,0,0,0,0,1,51.0
house,suncity township,sector 54,2.0,3440.88,9,9,3,11.0,relatively new,60.0,1,0,0,0,0,2,3.0
flat,ansal housing highland park,sector 103,1.1,6241.98,3,3,3+,7.0,new,1500.0,0,0,0,0,0,1,67.0
flat,signature the roselia,sector 95,0.45,7908.06,2,2,2,2.0,new,632.0,0,0,0,0,0,0,20.0
flat,sare crescent parc,sector 92,0.49,4908.98,2,2,2,2.0,relatively new,1109.0,0,0,0,0,0,1,64.0
flat,krisumi waterfall residences,sector 36,3.65,14381.01,3,3,2,17.0,new,2307.0,0,0,0,0,0,1,16.0
flat,alpha corp gurgaonone,sector 84,2.2,7586.0,4,4,3,10.0,relatively new,3222.0,1,0,0,0,0,1,13.0
flat,sare crescent parc royal greens phase 1,sector 92,0.95,5007.01,4,5,3+,4.0,relatively old,1725.0,1,0,0,0,0,1,18.0
flat,m3m skycity,sector 65,2.8,15317.04,3,3,0,14.0,relatively new,1828.03,0,0,0,0,0,1,62.0
house,palam vihar extension west zone rwa,sector 2,0.35,6481.0,2,2,0,1.0,new,600.0,0,0,0,0,0,1,25.41
flat,ramsons kshitij,sector 95,0.33,3911.02,2,2,1,14.0,new,697.0,0,0,0,0,1,0,47.0
flat,central park resorts,sector 48,5.15,20900.04,3,3,3+,8.0,relatively old,2364.0,1,0,0,0,0,2,55.0
flat,ramsons kshitij,sector 95,0.35,5495.02,2,2,0,5.0,new,637.0,0,0,0,0,0,1,42.8
flat,indiabulls enigma,sector 110,3.7,10882.0,4,5,3,7.0,relatively new,3091.0,1,0,0,0,0,1,133.0
flat,smart world orchard,sector 61,1.41,12250.0,2,2,2,2.0,under construction,1150.0,0,1,0,0,0,1,55.0
flat,imperia aashiyara,sector 37,0.4,5882.01,2,2,3,3.0,under construction,756.0,0,0,0,0,0,1,104.0
flat,sare crescent parc royal greens phase 1,sector 92,0.75,4325.01,4,4,3+,3.0,relatively new,1734.0,0,0,0,0,0,1,64.0
house,unitech uniworld resorts,sector 33,11.5,24573.02,5,6,3+,4.0,relatively new,4680.0,1,0,0,0,0,1,70.0
flat,m3m woodshire,sector 107,1.65,5959.99,4,5,3+,12.0,relatively new,2516.0,1,0,0,0,0,1,13.0
flat,mapsko royale ville,sector 82,1.12,8000.0,3,4,2,6.0,relatively new,1500.0,1,0,1,0,0,0,151.0
flat,paras dews,sector 106,0.88,6353.01,2,2,3+,1.0,relatively new,940.0,0,0,0,0,0,1,24.0
flat,ramprastha primera,sector 37,1.08,6000.0,3,3,3,9.0,relatively new,1700.0,0,0,0,0,0,1,136.0
flat,imperia elvedor,sector 37,0.55,8220.98,1,1,0,5.0,relatively new,669.0,0,0,0,0,0,1,42.60333333333334
flat,pioneer araya,sector 62,9.14,19487.98,4,6,3,16.0,relatively new,3917.0,1,1,0,1,0,0,130.0
flat,emaar digihomes,sector 62,4.25,26562.0,3,3,3,8.0,under construction,1778.0,0,1,0,0,0,1,20.0
flat,ansal heights 86,sector 86,0.9,5325.0,3,3,2,10.0,new,1690.0,0,0,0,0,0,1,15.0
house,independent,sector 26,7.0,39264.96,5,5,2,3.0,relatively new,1782.76,1,0,0,0,0,1,9.0
flat,rof ananda,sector 95,0.25,6578.08,1,1,1,4.0,new,345.0,0,0,0,0,0,1,51.045
flat,smart world gems,sector 89,1.1,9971.99,3,1,0,0.0,new,1103.0,0,0,0,0,0,1,58.0
house,unitech nirvana birch court,sector 50,11.95,36882.94,3,3,2,1.0,relatively old,3240.0,1,1,0,0,0,1,94.0
flat,mvn athens,sector 47,0.24,7055.92,1,1,1,12.0,relatively new,378.0,0,0,0,0,0,1,48.0
flat,tulip violet,sector 69,1.7,8432.0,4,4,2,10.0,new,1827.0,0,0,0,0,0,1,103.0
flat,dlf the ultima,sector 81,2.21,10364.98,3,3,3+,3.0,relatively new,1874.0,1,0,0,0,0,2,108.0
house,independent,sector 25,16.0,26666.98,6,5,2,3.0,relatively new,6000.0,0,0,0,0,0,1,43.88
flat,today callidora,sector 73,0.9,5547.99,3,3,3,3.0,under construction,1622.0,1,0,0,0,0,1,51.0
flat,signature andour heights,sector 71,0.6,10000.0,2,2,1,5.0,relatively new,555.0,0,0,1,0,0,1,41.0
flat,godrej oasis,sector 88,1.3,7257.99,3,3,3+,4.0,relatively new,1990.0,0,0,0,0,0,1,54.0
flat,puri diplomatic greens,sector 111,5.25,11665.99,4,6,3+,7.0,relatively new,4091.0,1,0,0,0,0,0,113.0
flat,la vida by tata housing,sector 113,1.9,18499.95,3,2,2,10.0,relatively new,1280.0,0,0,1,0,0,0,151.0
house,independent,sector 89,3.0,11110.99,4,4,0,1.0,old,3000.0,0,0,0,0,0,1,20.14
flat,the lions cghs,sector 56,2.1,8750.0,3,4,3+,8.0,old,2200.0,0,0,0,0,1,0,144.0
flat,aipl the peaceful homes,sector 70,2.6,12009.02,3,2,2,12.0,relatively old,2406.0,1,0,0,0,0,1,55.0
flat,tulip violet,sector 69,1.75,8881.99,4,4,1,12.0,relatively new,1791.0,0,0,0,0,0,1,77.0
flat,ambience creacions,sector 22,3.2,11499.99,3,4,3+,2.0,new,2528.0,0,0,0,0,0,1,22.0
flat,tarc maceo,sector 91,1.4,7407.02,3,3,3+,7.0,relatively new,1700.0,0,0,0,0,0,1,48.0
flat,sare crescent parc,sector 92,0.8,6033.0,3,2,2,3.0,relatively new,1473.0,0,0,0,0,0,1,10.0
flat,shree arihant apartment,sector 54,1.55,8611.02,3,3,3,3.0,relatively old,1900.0,1,0,0,0,0,0,90.0
flat,g l s arawali homes,sector 47,0.26,4513.03,2,2,2,1.0,relatively old,524.0,0,0,0,0,0,1,39.51
flat,m3m latitude,sector 65,4.7,19746.99,3,3,3+,9.0,relatively new,2380.11,1,0,1,0,0,0,21.0
flat,m3m merlin,sector 67,2.8,13678.02,3,3,3,5.0,relatively old,2047.08,1,0,0,0,0,2,16.0
flat,smart world gems,sector 89,1.13,8500.01,3,3,2,4.0,under construction,1473.0,0,1,0,0,0,1,81.0
house,sushant lok 1 builder floors,sector 43,1.65,3395.12,4,4,3+,4.0,relatively old,540.0,0,0,0,0,1,2,35.0
flat,emaar gurgaon greens,sector 102,1.4,13690.06,3,3,3,7.0,relatively new,1310.0,1,0,0,0,0,1,53.0
flat,ashiana anmol,sector 33,1.1,8626.98,2,2,2,4.0,relatively new,1275.0,0,0,0,0,0,1,58.53
flat,emaar mgf emerald estate,sector 65,1.3,20601.89,2,2,2,7.0,relatively new,809.0,0,1,0,0,0,1,77.0
flat,m3m woodshire,sector 107,1.29,8835.01,3,3,3+,1.0,relatively new,1684.0,0,0,1,0,0,0,151.0
flat,green homes,sector 52,1.85,7872.01,3,3,3,7.0,relatively old,2136.0,1,0,0,0,0,1,15.0
flat,ss,sector 85,2.14,7610.0,4,4,3,6.0,relatively new,2300.0,1,1,1,0,0,1,21.0
house,vatika sovereign next,sector 82,3.85,7500.0,5,6,3+,6.0,relatively new,5140.0,0,0,0,0,0,1,59.0
flat,vatika gurgaon,sector 83,0.78,6265.01,2,2,2,3.0,relatively new,850.0,0,1,1,0,0,0,145.0
flat,m3m heights,sector 65,2.86,13999.98,3,3,3,45.0,under construction,2267.0,1,0,0,0,0,1,66.0
house,birla navya,sector 63,3.85,15436.99,3,3,3+,4.0,new,2771.0,1,0,0,0,0,0,127.0
flat,m3m merlin,sector 67,2.98,14556.97,3,3,3,0.0,relatively new,2047.13,0,0,0,0,1,0,24.0
flat,godrej air,sector 85,1.35,13631.96,2,2,3,19.0,under construction,102.0,0,0,0,0,0,1,21.0
flat,pivotal riddhi siddhi,sector 99,0.4,4444.0,2,2,2,9.0,new,731.0,0,0,0,0,0,1,37.0
flat,the close north,sector 50,2.92,11209.0,3,3,3,10.0,relatively old,2600.0,1,0,0,0,0,0,149.0
flat,emaar mgf emerald floors premier,sector 65,2.75,13923.98,4,4,3,3.0,relatively new,1975.01,1,1,0,0,0,0,89.0
flat,vatika india next,sector 82,0.8,6426.01,2,2,3,9.0,relatively new,1383.0,0,0,0,0,0,1,54.58
flat,suncity vatsal valley,sector 2,1.0,13339.91,2,2,2,3.0,new,833.0,0,0,0,0,0,0,10.0
house,international city by sobha phase 2,sector 109,9.4,26110.97,5,6,3+,2.0,relatively new,3600.0,1,1,1,1,0,0,118.0
flat,ambience creacions,sector 22,3.5,19444.01,3,4,3+,8.0,new,2000.0,1,0,0,0,0,0,55.0
flat,ats tourmaline,sector 109,1.5,8570.99,3,3,3+,7.0,relatively new,1466.0,0,0,0,0,0,1,138.0
flat,birla navya,sector 63,3.15,14631.97,3,3,3,4.0,under construction,2152.82,0,0,0,0,1,1,21.0
house,independent,sector 21,1.6,11852.03,5,5,2,3.0,relatively new,120.0,0,0,0,0,0,1,56.495
house,independent,sector 103,2.25,6366.99,3,5,3+,10.0,relatively new,3534.0,0,0,0,0,0,1,25.24
flat,pareena coban residences,sector 99,1.23,6158.99,3,5,3,5.0,relatively new,1815.0,1,0,0,0,0,1,78.0
flat,siddhartha apartment,sector 95,1.1,4326.99,4,3,3,9.0,relatively new,2824.0,1,0,0,0,1,1,11.0
flat,indiabulls centrum park,sector 103,1.34,7485.99,3,3,3+,13.0,relatively new,1554.0,0,1,0,0,0,1,79.0
house,independent,sector 105,1.35,3857.0,5,3,3,3.0,relatively old,3500.0,0,0,0,0,0,1,19.05
flat,bestech spa signature,sector 81,4.4,12571.0,4,4,3+,6.0,new,3700.0,1,1,1,0,1,2,24.0
flat,the close south,sector 50,3.1,12444.0,3,4,3+,4.0,relatively old,2450.0,1,0,0,0,0,0,145.0
flat,shree vardhman flora,sector 90,0.85,4404.01,3,4,3,3.0,relatively new,1672.0,1,0,0,1,0,1,96.0
flat,ats triumph,sector 104,1.83,7990.99,3,4,3+,10.0,relatively new,2000.0,1,0,0,0,0,1,142.0
flat,paras dews,sector 106,1.4,6000.01,3,4,3+,12.0,under construction,1600.0,1,1,0,0,1,1,66.0
flat,emaar palm heights,sector 77,1.79,8838.98,3,3,3,1.0,new,1600.0,1,0,0,0,0,0,24.0
flat,rk tower,sector 2,0.95,9594.99,2,2,1,1.0,relatively new,1100.0,0,0,0,0,0,1,72.0
flat,dlf regency park,sector 28,1.91,16607.97,2,2,2,11.0,new,1278.0,0,0,0,0,0,2,82.0
flat,emaar gurgaon greens,sector 102,1.45,8786.97,3,3,3,8.0,relatively new,1300.0,1,0,0,0,0,1,24.0
flat,bestech park view spa next,sector 67,2.32,11988.98,3,4,3+,14.0,relatively old,1757.0,1,0,0,0,0,0,65.0
flat,raheja vedas,sector 108,2.15,4134.0,3,4,3+,12.0,relatively new,4600.0,0,1,0,0,0,1,68.35
flat,palam vihar extension west zone rwa,sector 2,0.2,4000.0,1,1,1,1.0,relatively old,556.0,0,0,0,0,1,1,32.8425
flat,smart world orchard,sector 61,1.57,13652.06,2,2,2,3.0,new,1150.0,0,1,0,0,1,1,50.0
house,unitech uniworld resorts,sector 33,11.0,26666.99,5,6,3,3.0,new,4124.95,1,1,0,0,0,1,37.0
flat,signature global orchard avenue,sector 93,0.85,14236.9,2,2,0,10.0,relatively new,597.0,0,0,0,0,0,1,38.22
flat,corona gracieux,sector 76,1.08,5510.01,3,3,3,1.0,new,1782.0,1,0,0,0,0,1,50.0
flat,experion windchants,sector 112,5.49,11583.99,4,5,3+,5.0,relatively new,3655.31,1,0,0,0,0,0,140.0
flat,sare crescent parc,sector 92,1.44,7068.01,4,4,3,8.0,relatively new,2267.0,0,0,0,0,0,1,36.0
flat,orris aster court,sector 85,0.9,5671.01,3,3,3,8.0,relatively new,1443.0,0,0,0,0,0,1,24.0
flat,ss the leaf,sector 85,1.3,7778.98,2,2,3+,16.0,relatively new,1400.0,0,0,0,1,0,1,120.0
flat,not applicable,sector 3,0.42,5600.0,2,2,1,3.0,relatively new,833.0,0,0,0,0,0,0,21.0
flat,vipul lavanya,sector 81,0.64,5265.02,2,2,2,14.0,relatively old,982.0,0,0,0,0,0,1,69.0
flat,emaar palm heights,sector 77,1.75,11665.97,3,3,3+,11.0,relatively new,1900.0,1,0,0,0,0,1,82.0
house,independent,sector 3,0.58,9618.57,2,2,1,2.0,relatively old,67.0,0,0,1,0,1,1,2.0
flat,signature global solera,sector 107,0.5,4761.0,3,2,2,5.0,relatively new,850.0,0,0,0,0,1,1,19.0
flat,orris carnation residency,sector 85,1.1,6686.0,3,4,3,6.0,relatively old,1461.0,1,0,0,0,0,2,52.0
house,bptp visionnaire,sector 70,5.4,20689.97,4,5,3+,3.0,relatively new,2610.0,1,1,1,1,0,0,109.0
flat,experion the heartsong,sector 108,1.6,7988.02,3,4,3+,3.0,relatively new,1140.97,1,0,0,0,0,0,42.0
flat,sukhshanti apartment,sector 56,1.65,7006.01,3,3,3+,5.0,relatively old,2141.0,0,1,0,0,0,0,105.0
flat,signature global park,sector 47,0.54,6387.96,2,2,3,4.0,new,530.0,0,0,0,0,0,1,21.0
flat,ramprastha skyz,sector 37,1.0,4942.01,3,5,3,11.0,under construction,1841.0,1,0,0,0,1,1,4.0
flat,maa bhagwati residency,sector 7,0.45,5000.0,2,2,1,4.0,relatively new,1000.0,0,0,0,0,0,1,14.0
flat,tulip ivory,sector 70,2.35,9791.01,4,4,3+,8.0,relatively old,2667.0,1,0,0,0,0,1,91.0
flat,unitech fresco,sector 50,1.14,8531.98,2,2,2,19.0,relatively old,1330.0,0,0,0,0,1,2,149.0
house,eros rosewood villas,sector 49,2.5,13513.0,3,3,2,2.0,relatively old,1900.0,0,0,1,1,0,1,42.0
flat,m3m heights,sector 65,1.9,13990.96,2,2,2,40.0,relatively new,1358.0,0,0,0,0,0,1,66.0
house,independent,sector 26,17.0,37627.02,5,5,3+,2.0,relatively new,4518.0,1,1,1,1,0,0,91.0
flat,godrej nature plus,sector 47,1.5,10199.99,2,2,3+,2.0,under construction,1539.0,0,0,0,0,0,1,74.0
flat,antriksh heights,sector 84,0.85,5555.99,2,2,3,10.0,new,1227.0,0,1,0,0,1,1,27.0
flat,tulip white,sector 69,0.9,6787.02,3,2,3,6.0,relatively new,1473.0,0,0,1,0,0,1,103.0
house,unitech uniworld resorts,sector 33,9.5,23332.98,5,7,3+,2.0,under construction,4071.49,1,1,1,1,0,1,40.0
flat,unitech vistas,sector 70,0.53,4799.99,2,2,2,9.0,under construction,995.0,0,0,0,0,1,1,20.0
flat,capital residences 360,sector 70,1.64,8299.01,3,3,3+,4.0,new,1950.0,1,0,0,0,0,1,115.0
flat,breez global hill view,sector 47,0.32,5775.96,2,2,2,19.0,relatively new,616.0,0,0,0,0,0,0,19.0
flat,smart world gems,sector 89,1.16,8150.99,3,3,2,3.0,under construction,1581.0,0,1,0,0,0,1,42.0
flat,afnhb jalvayu vihar,sector 30,1.3,10000.0,3,3,2,2.0,old,1395.0,0,0,0,0,0,1,10.0
flat,piedmont taksila heights,sector 37,1.05,4792.0,3,3,3,7.0,relatively new,1745.0,0,0,0,0,0,0,57.0
flat,railway officers rpf society,sector 9,1.25,6920.99,4,3,3,1.0,old,2007.0,1,0,0,0,0,0,24.0
flat,ambience caitriona,sector 24,14.0,22222.22,4,5,3,3.0,old,6300.0,0,0,0,0,0,1,47.44
house,independent,sector 39,15.0,33332.96,5,5,3+,4.0,relatively old,4500.0,1,0,0,0,0,0,12.0
flat,godrej,sector 79,2.01,8494.99,3,4,3+,6.0,relatively new,2151.0,1,0,0,0,0,1,143.0
flat,micasa sec 68,sector 47,1.5,12244.0,2,2,3,11.0,new,1361.0,0,0,0,0,0,1,21.0
flat,tulip violet,sector 69,1.7,8457.0,4,4,2,10.0,relatively new,1797.0,1,1,1,1,0,1,154.0
flat,bestech park view spa next,sector 67,2.35,12144.01,3,4,3+,14.0,relatively old,1759.0,1,0,0,0,0,0,135.0
flat,orris aster court premier,sector 85,1.2,5660.0,3,4,2,6.0,relatively new,1650.0,1,0,0,0,0,1,15.0
flat,signature global park,sector 47,0.65,7906.97,2,1,2,3.0,new,913.0,0,0,0,0,0,1,80.0
flat,godrej habitat,sector 3,1.2,8310.02,2,2,3,0.0,under construction,1313.0,0,0,0,0,0,1,50.0
flat,ats triumph,sector 104,4.45,6846.0,4,5,3+,27.0,relatively new,7222.0,0,0,0,0,0,1,87.0
flat,ansal heights 86,sector 86,1.3,4666.0,4,6,2,11.0,new,2533.0,1,0,0,0,1,1,64.0
flat,vatika gurgaon,sector 83,1.05,7000.0,3,3,3,3.0,relatively new,1612.0,0,0,0,1,0,1,68.0
flat,emaar palm heights,sector 77,2.25,11250.0,3,3,3,22.0,new,1818.0,1,0,0,0,0,0,39.0
flat,smart world gems,sector 89,0.9,8145.02,2,2,2,1.0,new,1105.0,0,0,0,0,0,1,58.0
house,independent,sector 43,8.25,30556.01,5,6,3+,3.0,relatively old,2700.0,1,1,1,1,0,0,58.0
flat,m3m merlin,sector 67,3.4,14418.02,3,4,3,17.0,relatively new,2144.0,1,0,0,0,0,0,151.0
house,emaar mgf marbella,sector 66,9.0,21251.02,4,4,3+,2.0,relatively new,5200.0,1,0,1,1,0,0,97.0
flat,ats triumph,sector 104,1.85,8078.0,3,4,3+,14.0,relatively new,2082.0,1,1,1,1,0,1,96.0
flat,pivotal devaan apartments,sector 84,0.39,6500.0,2,2,0,5.0,relatively new,547.0,0,0,0,0,0,1,38.8
flat,smart world orchard,sector 61,1.6,13913.04,2,2,2,3.0,new,1278.0,0,1,0,0,0,1,105.0
house,dlf city plots,sector 26,16.0,37777.99,4,4,3,1.0,relatively new,4235.27,0,1,1,1,0,1,3.0
flat,signature global park,sector 47,0.9,6254.0,3,3,3,3.0,relatively new,1599.0,0,0,1,0,0,1,70.0
flat,ansal heights 86,sector 86,0.74,5441.02,2,2,1,11.0,under construction,1236.0,0,0,0,0,1,1,40.0
flat,kendriya vihar,sector 56,0.55,9015.95,1,2,1,0.0,old,678.0,0,0,0,0,0,1,41.0
flat,smart world orchard,sector 61,1.85,14800.0,2,2,2,3.0,new,1389.0,0,0,0,0,0,1,21.0
flat,birla navya,sector 63,3.7,15416.02,3,3,3+,1.0,under construction,2667.0,0,0,0,0,0,1,51.0
flat,adani brahma samsara vilasa,sector 63,3.0,16666.02,3,3,3,3.0,new,2000.0,0,0,0,0,0,1,28.0
